"county","cd116","cntyname","pop10","afact"
"County code","116th Congressional district","County name","Population (2010)","county to cd116 allocation factor"
"48249","34","Jim Wells TX",40838,1 
"48251","25","Johnson TX",150934,1 
"48253","19","Jones TX",20202,1 
"48255","15","Karnes TX",14824,1 
"48257","05","Kaufman TX",103350,1 
"48259","21","Kendall TX",33410,1 
"48261","34","Kenedy TX",416,1 
"48263","19","Kent TX",808,1 
"48265","21","Kerr TX",49625,1 
"48267","11","Kimble TX",4607,1 
"48269","13","King TX",286,1 
"48271","23","Kinney TX",3598,1 
"48273","34","Kleberg TX",32061,1 
"48275","13","Knox TX",3719,1 
"48277","04","Lamar TX",49793,1 
"48279","19","Lamb TX",13977,1 
"48281","25","Lampasas TX",19677,1 
"48283","23","La Salle TX",5123,0.744 
"48283","28","La Salle TX",1763,0.256 
"48285","27","Lavaca TX",19263,1 
"48287","10","Lee TX",11856,0.714 
"48287","17","Lee TX",4756,0.286 
"48289","08","Leon TX",6825,0.406 
"48289","17","Leon TX",9976,0.594 
"48291","36","Liberty TX",75643,1 
"48293","17","Limestone TX",23384,1 
"48295","13","Lipscomb TX",3302,1 
"48297","15","Live Oak TX",11531,1 
"48299","11","Llano TX",19301,1 
"48301","23","Loving TX",82,1 
"48303","19","Lubbock TX",278831,1 
"48305","19","Lynn TX",5915,1 
"48307","11","McCulloch TX",8283,1 
"48309","17","McLennan TX",234906,1 
"48311","28","McMullen TX",707,1 
"48313","08","Madison TX",13664,1 
"48315","04","Marion TX",10546,1 
"48317","11","Martin TX",4799,1 
"48319","11","Mason TX",4012,1 
"48321","27","Matagorda TX",36702,1 
"48323","23","Maverick TX",54258,1 
"48325","23","Medina TX",46006,1 
"48327","11","Menard TX",2242,1 
"48329","11","Midland TX",136872,1 
"48331","17","Milam TX",24757,1 
"48333","11","Mills TX",4936,1 
"48335","11","Mitchell TX",9403,1 
"48337","13","Montague TX",19719,1 
"48339","08","Montgomery TX",455746,1 
"48341","13","Moore TX",21904,1 
"48343","04","Morris TX",12934,1 
"48345","13","Motley TX",1210,1 
"48347","01","Nacogdoches TX",64524,1 
"48349","06","Navarro TX",47735,1 
"48351","36","Newton TX",14445,1 
"48353","19","Nolan TX",15216,1 
"48355","27","Nueces TX",340223,1 
"48357","13","Ochiltree TX",10223,1 
"48359","13","Oldham TX",2052,1 
"48361","36","Orange TX",81837,1 
"48363","11","Palo Pinto TX",28111,1 
"48365","01","Panola TX",23796,1 
"48367","12","Parker TX",116927,1 
"48369","19","Parmer TX",10269,1 
"48371","23","Pecos TX",15507,1 
"48373","36","Polk TX",45413,1 
"48375","13","Potter TX",121073,1 
"48377","23","Presidio TX",7818,1 
"48379","04","Rains TX",10914,1 
"48381","13","Randall TX",120725,1 
"48383","23","Reagan TX",3367,1 
"48385","21","Real TX",3309,1 
"48387","04","Red River TX",12860,1 
"48389","23","Reeves TX",13783,1 
"48391","27","Refugio TX",7383,1 
"48393","13","Roberts TX",929,1 
"48395","17","Robertson TX",16622,1 
"48397","04","Rockwall TX",78337,1 
"48399","11","Runnels TX",10501,1 
"48401","01","Rusk TX",53330,1 
"48403","01","Sabine TX",10834,1 
"48405","01","San Augustine TX",8865,1 
"48407","08","San Jacinto TX",26384,1 
"48409","27","San Patricio TX",44379,0.685 
"48409","34","San Patricio TX",20425,0.315 
"48411","11","San Saba TX",6131,1 
"48413","23","Schleicher TX",3461,1 
"48415","19","Scurry TX",16921,1 
"48417","19","Shackelford TX",3378,1 
"48419","01","Shelby TX",25448,1 
"48421","13","Sherman TX",3034,1 
"48423","01","Smith TX",209714,1 
"48425","25","Somervell TX",8490,1 
"48427","28","Starr TX",60968,1 
"48429","11","Stephens TX",7302,0.758 
"48429","19","Stephens TX",2328,0.242 
"48431","11","Sterling TX",1143,1 
"48433","19","Stonewall TX",1490,1 
"48435","23","Sutton TX",4128,1 
"48437","13","Swisher TX",7854,1 
"48439","06","Tarrant TX",501159,0.277 
"48439","12","Tarrant TX",558251,0.309 
"48439","24","Tarrant TX",254894,0.141 
"48439","25","Tarrant TX",7065,0.004 
"48439","26","Tarrant TX",147815,0.082 
"48439","33","Tarrant TX",339850,0.188 
"48441","19","Taylor TX",131506,1 
"48443","23","Terrell TX",984,1 
"48445","19","Terry TX",12651,1 
"48447","19","Throckmorton TX",1641,1 
"48449","04","Titus TX",32334,1 
"48451","11","Tom Green TX",110224,1 
"48453","10","Travis TX",244317,0.239 
"48453","17","Travis TX",133554,0.13 
"48453","21","Travis TX",189294,0.185 
"48453","25","Travis TX",241475,0.236 
"48453","35","Travis TX",215626,0.211 
"48455","08","Trinity TX",14585,1 
"48457","36","Tyler TX",21766,1 
"48459","01","Upshur TX",12083,0.307 
"48459","04","Upshur TX",27226,0.693 
"48461","23","Upton TX",3355,1 
"48463","23","Uvalde TX",26405,1 
"48465","23","Val Verde TX",48879,1 
"48467","05","Van Zandt TX",52579,1 
"48469","27","Victoria TX",86793,1 
"48471","08","Walker TX",67861,1 
"48473","10","Waller TX",43205,1 
"48475","23","Ward TX",10658,1 
"48477","10","Washington TX",33718,1 
"48479","28","Webb TX",250304,1 
"48481","27","Wharton TX",41280,1 
"48483","13","Wheeler TX",5410,1 
"48485","13","Wichita TX",131500,1 
"48487","13","Wilbarger TX",13535,1 
"48489","34","Willacy TX",22134,1 
"48491","10","Williamson TX",2,0 
"48491","31","Williamson TX",422677,1 
"48493","15","Wilson TX",4188,0.098 
"48493","28","Wilson TX",38730,0.902 
"48495","23","Winkler TX",7110,1 
"48497","12","Wise TX",23296,0.394 
"48497","13","Wise TX",35831,0.606 
"48499","01","Wood TX",15762,0.376 
"48499","05","Wood TX",26202,0.624 
"48501","19","Yoakum TX",7879,1 
"48503","19","Young TX",18550,1 
"48505","28","Zapata TX",14018,1 
"48507","23","Zavala TX",11677,1 
